NÚM.;AÑO;NIVEL;GÉNERO;GRADO;GRUPO;FECHA NAC;EDAD;NACIONALIDAD;EDO. ORIGEN;MUNICIPIO;NIVEL DE PROCEDENCIA;INGRESO;NIVEL ACTUAL;CATEGORÍA;UNIDAD ACADÉMICA;PROGRAMA EDUCATIVO;SEDE;EDO. SEDE;FECHA DE INGRESO;EDO. CIVIL;PAIS EST;LUGAR BACHILLERATO;INSTITUCIÓN;NUEVO INGRESO;LENGUA;AFRODESCENDIENTE;DISCAPACIDAD;TIPO DISCAPACIDAD
75;2022;MEDIO SUPERIOR;H;3;3;14/09/2004;18;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/04/2020;;;;;;;;;
76;2022;LICENCIATURA;H;6;1;13/10/1998;23;MEXICANA;PUEBLA;SAN JOSE CHIAPA, PUE.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;23/07/2016;;;;;;;;;
77;2022;MEDIO SUPERIOR;M;8;15;27/02/2004;18;MEXICANA;CHIAPAS;PICHUCALCO, CHIS.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;URUSSE;TABASCO;5/08/2022;;;;;NI;;SÍ;;
78;2022;MEDIO SUPERIOR;M;2;18;11/07/2005;17;MEXICANA;MÉXICO;TEPETLAOXTOC, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/06/2020;;;;;;;;;
79;2022;MEDIO SUPERIOR;M;1;14;18/06/2006;16;MEXICANA;MÉXICO;TENANCINGO, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
80;2022;MEDIO SUPERIOR;H;1;5;19/03/2007;15;MEXICANA;MÉXICO;TEXCOCO, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
81;2022;LICENCIATURA;H;7;7;10/11/2001;20;MEXICANA;MÉXICO;MELCHOR OCAMPO, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;21/07/2016;;;;;;;;;
82;2022;MEDIO SUPERIOR;M;3;14;21/10/2005;16;MEXICANA;MÉXICO;PAZ, LA, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/09/2020;;;;;;;;;
83;2022;LICENCIATURA;H;4;6;16/09/2004;18;MEXICANA;CHIAPAS;VENUSTIANO CARRANZA, CHIS.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;19/08/2019;;;MÉXICO;;NI;TSELTAL;;;
84;2022;LICENCIATURA;M;5;10;8/12/2001;20;MEXICANA;VERACRUZ;AXOCUAPAN, VER.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;31/07/2018;;;;;;;;;
85;2022;LICENCIATURA;M;6;6;1/07/2002;20;MEXICANA;MORELOS;AXOCHIAPAN, MOR.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA;CHAPINGO;MÉXICO;2/08/2017;;;;;;TLAPANECO;;;
86;2022;LICENCIATURA;H;5;11;5/11/2002;19;MEXICANA;MORELOS;TLAYACAPAN, MOR.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;31/07/2017;;;;;;;;;
87;2022;MEDIO SUPERIOR;H;1;6;13/07/2007;15;MEXICANA;MÉXICO;OTUMBA, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
88;2022;LICENCIATURA;H;4;3;21/10/2003;18;MEXICANA;VERACRUZ;AXOCUAPAN, VER.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERO MECÁNICO AGRÍCOLA;CHAPINGO;MÉXICO;19/08/2019;;;MÉXICO;;NI;;;;
89;2022;LICENCIATURA;M;4;3;22/04/2004;18;MEXICANA;MÉXICO;PAZ, LA, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;21/08/2019;;;MÉXICO;;NI;;;;
90;2022;LICENCIATURA;H;7;4;17/10/1997;24;MEXICANA;OAXACA;SAN AGUSTIN LOXICHA, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;;
91;2022;LICENCIATURA;M;5;12;1/04/2003;19;MEXICANA;MÉXICO;CHICOLOAPAN, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;1/08/2018;;;;;;;;;
92;2022;LICENCIATURA;H;5;7;24/01/2003;19;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2018;;;;;;;;;
93;2022;MEDIO SUPERIOR;M;1;14;20/09/2007;15;MEXICANA;MÉXICO;TEXCOCO, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
94;2022;LICENCIATURA;H;6;4;7/09/2000;22;MEXICANA;SAN LUIS POTOSÍ;TAMAZUNCHALE, S.L.P.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;1/08/2017;;;;;;;;;
95;2022;MEDIO SUPERIOR;H;2;15;2/05/2005;17;MEXICANA;OAXACA;SAN JUAN ATEPEC, OAX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/09/2020;;;;;;;;;
96;2022;MEDIO SUPERIOR;H;1;14;1/05/2007;15;MEXICANA;SAN LUIS POTOSÍ;RAYON, S.L.P.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;3/08/2022;;;;;NI;;;;
97;2022;LICENCIATURA;M;5;5;22/12/2003;18;MEXICANA;CHIAPAS;FRONTERA COMALAPA, CHIS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;31/07/2018;;;;;;;;;
98;2022;MEDIO SUPERIOR;H;3;11;4/04/2005;17;MEXICANA;VERACRUZ;PEROTE, VER.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;;;;
99;2022;LICENCIATURA;H;6;6;11/01/1998;24;MEXICANA;JALISCO;TAPALPA, JAL.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;30/08/2019;;;;;;;;;
100;2022;MEDIO SUPERIOR;H;1;14;24/05/2007;15;MEXICANA;PUEBLA;ZAUTLA, PUE.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;2/08/2022;;;;;NI;;;;
101;2022;MEDIO SUPERIOR;H;3;2;2/05/2005;17;MEXICANA;PUEBLA;AHUAZOTEPEC, PUE.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/09/2020;;;;;;;;;
102;2022;MEDIO SUPERIOR;H;2;1;20/11/2006;15;MEXICANA;HIDALGO;TASQUILLO, HGO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
103;2022;LICENCIATURA;M;7;9;10/06/1999;23;MEXICANA;MÉXICO;CHIMALHUACAN, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;4/08/2017;;;;;;;;;
104;2022;LICENCIATURA;H;6;1;24/03/1991;31;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;EXTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERO FORESTAL;CHAPINGO;MÉXICO;23/08/2019;;;;;;;;;
105;2022;LICENCIATURA;M;7;1;17/03/2001;21;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;21/07/2016;;;;;;;;;
106;2022;MEDIO SUPERIOR;H;3;9;14/10/2005;16;MEXICANA;PUEBLA;ATLIXCO, PUE.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/09/2020;;;;;;;;;
107;2022;MEDIO SUPERIOR;H;1;11;11/09/2006;16;MEXICANA;MÉXICO;TEXCOCO, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
108;2022;LICENCIATURA;M;7;5;24/07/2000;22;MEXICANA;PUEBLA;TOCHIMILCO, PUE.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;23/07/2016;;;;;;;;;
109;2022;LICENCIATURA;M;6;3;10/07/2002;20;MEXICANA;PUEBLA;TOCHIMILCO, PUE.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2017;;;;;;;;;
110;2022;LICENCIATURA;H;7;1;17/01/2000;22;MEXICANA;CHIAPAS;TAPACHULA, CHIS.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;UNIDAD REGIONAL UNIVERSITARIA SURSURESTE;INGENIERO AGRÓNOMO ESPECIALISTA EN ZONAS TROPICALES;URUSSE;TABASCO;6/08/2018;;;;;;;;;
111;2022;LICENCIATURA;M;5;2;1/05/2003;19;MEXICANA;MÉXICO;OTUMBA, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;30/07/2018;;;;;;;;;
112;2022;MEDIO SUPERIOR;M;1;9;12/08/2007;15;MEXICANA;MÉXICO;TEXCOCO, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;3/08/2022;;;;;NI;;SÍ;;
113;2022;LICENCIATURA;H;5;6;25/06/2003;19;MEXICANA;CHIAPAS;IXTAPA, CHIS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;30/07/2018;;;;;;;;;
114;2022;MEDIO SUPERIOR;M;8;4;24/10/2002;19;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CHAPINGO;MÉXICO;9/06/2021;;;;;RI;;;;
115;2022;LICENCIATURA;H;6;2;3/08/2000;22;MEXICANA;PUEBLA;SAN MARTIN TEXMELUCAN, PUE.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS;INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;;
116;2022;MEDIO SUPERIOR;M;2;19;27/03/2005;17;MEXICANA;SAN LUIS POTOSÍ;VILLA DE ARISTA, S.L.P.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
117;2022;LICENCIATURA;M;5;1;5/09/2002;20;MEXICANA;MORELOS;TOTOLAPAN, MOR.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;12/05/2020;;;;;;;;;
118;2022;LICENCIATURA;M;5;1;26/08/1999;23;MEXICANA;GUANAJUATO;GUANAJUATO, GTO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;EXTERNO;DEIS EN AGROECOLOGÍA;INGENIERÍA EN AGROECOLOGÍA;CHAPINGO;MÉXICO;22/08/2019;;;;;;;;;
119;2022;LICENCIATURA;H;4;1;29/06/1995;27;MEXICANA;VERACRUZ;ACAYUCAN, VER.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;9/06/2021;;;VERACRUZ;;NI;;;;
120;2022;MEDIO SUPERIOR;M;2;18;23/07/2005;17;MEXICANA;MÉXICO;CHIAUTLA, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/06/2020;;;;;;;;;
121;2022;LICENCIATURA;H;4;5;29/07/2000;22;MEXICANA;MICHOACÁN;TUXPAN, MICH.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;23/08/2019;;;MICHOACÁN;;NI;;;;
122;2022;LICENCIATURA;M;5;3;15/05/2002;20;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;1/08/2018;;;;;;;;;
123;2022;LICENCIATURA;H;7;4;14/06/2000;22;MEXICANA;CHIAPAS;TRINITARIA, LA, CHIS.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;6/08/2018;;;;;;;;;
124;2022;LICENCIATURA;M;4;7;13/02/2002;20;MEXICANA;GUERRERO;OMETEPEC, GRO.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERÍA EN RESTAURACIÓN FORESTAL;CHAPINGO;MÉXICO;20/08/2019;;;MÉXICO;;NI;;;;
125;2022;MEDIO SUPERIOR;M;3;8;15/10/2004;17;MEXICANA;MÉXICO;CHIAUTLA, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;;;;
126;2022;LICENCIATURA;M;6;1;25/06/2002;20;MEXICANA;VERACRUZ;ESPINAL, VER.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;2/08/2017;;;;;;;;;
127;2022;LICENCIATURA;H;4;3;20/11/2002;19;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERO MECÁNICO AGRÍCOLA;CHAPINGO;MÉXICO;21/08/2019;;;MÉXICO;;NI;;;;
128;2022;MEDIO SUPERIOR;H;2;8;3/08/2006;16;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
129;2022;MEDIO SUPERIOR;H;1;30;10/07/2007;15;MEXICANA;DURANGO;GOMEZ PALACIO, DGO.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;URUZA;DURANGO;5/08/2022;;;;;NI;;;;
130;2022;MEDIO SUPERIOR;H;8;2;7/05/2004;18;MEXICANA;GUANAJUATO;ACAMBARO, GTO.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CHAPINGO;MÉXICO;3/08/2022;;;;;NI;;;;
131;2022;MEDIO SUPERIOR;H;2;12;10/09/2005;17;MEXICANA;MICHOACÁN;MORELIA, MICH.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/04/2020;;;;;;;;;
132;2022;MEDIO SUPERIOR;M;2;18;26/10/2006;15;MEXICANA;OAXACA;SAN PEDRO TAVICHE, OAX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
133;2022;LICENCIATURA;M;5;2;12/07/2000;22;MEXICANA;MÉXICO;TEXCOCO, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;12/09/2020;;;;;;;;SÍ;Discapacidad visual Baja Visión
134;2022;MEDIO SUPERIOR;H;1;8;5/03/2007;15;MEXICANA;OAXACA;ZAACHILA, OAX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;2/08/2022;;;;;NI;;;;
135;2022;MEDIO SUPERIOR;H;3;8;18/07/2004;18;MEXICANA;SAN LUIS POTOSÍ;SAN LUIS POTOSI, S.L.P.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;20/08/2019;;;;;;;;;
136;2022;MEDIO SUPERIOR;H;3;30;14/02/2005;17;MEXICANA;CHIHUAHUA;JIMENEZ, CHIH.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;URUZA;DURANGO;12/09/2020;;;;;;;;;
137;2022;LICENCIATURA;H;4;4;26/07/2003;19;MEXICANA;OAXACA;SAN JUAN BAUTISTA CUICATLAN, OAX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;19/08/2019;;;MÉXICO;;NI;;;;
138;2022;LICENCIATURA;H;5;2;12/05/2001;21;MEXICANA;COAHUILA;TORREON, COAH.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS;INGENIERÍA EN SISTEMAS AGRÍCOLAS;URUZA;DURANGO;7/08/2018;;;;;;;;;
139;2022;MEDIO SUPERIOR;H;1;30;1/05/2007;15;MEXICANA;COAHUILA;TORREON, COAH.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;URUZA;DURANGO;5/08/2022;;;;;NI;;;;
140;2022;LICENCIATURA;H;7;3;6/03/1998;24;MEXICANA;OAXACA;SAN PEDRO TEOZACOALCO, OAX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN SUELOS;INGENIERÍA EN RECURSOS NATURALES RENOVABLES;CHAPINGO;MÉXICO;22/07/2014;;;;;;;;;
141;2022;MEDIO SUPERIOR;H;1;30;20/12/2007;14;MEXICANA;DURANGO;LERDO, DGO.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;URUZA;DURANGO;5/08/2022;;;;;NI;;;;
142;2022;LICENCIATURA;M;4;3;8/09/2003;19;MEXICANA;VERACRUZ;TIERRA BLANCA, VER.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;9/06/2021;;;VERACRUZ;;NI;;SÍ;;
143;2022;MEDIO SUPERIOR;H;1;30;15/09/2007;15;MEXICANA;DURANGO;GUANACEVI, DGO.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;URUZA;DURANGO;5/08/2022;;;;;NI;;SÍ;;
144;2022;LICENCIATURA;H;4;6;6/02/2004;18;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;21/08/2019;;;MÉXICO;;NI;;;;
145;2022;LICENCIATURA;H;7;5;22/07/2001;21;MEXICANA;SAN LUIS POTOSÍ;VILLA TERRAZAS, S.L.P.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;23/07/2016;;;;;;NÁHUATL;;;
146;2022;LICENCIATURA;H;5;5;21/11/2002;19;MEXICANA;MÉXICO;SAN FELIPE DEL PROGRESO, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;MAZAHUA;;;
147;2022;LICENCIATURA;H;7;1;30/07/1998;24;MEXICANA;QUERÉTARO;AMEALCO, QRO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERO MECÁNICO AGRÍCOLA;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;SÍ;Discapacidad visual Baja Visión
148;2022;MEDIO SUPERIOR;H;8;4;9/12/2003;18;MEXICANA;SAN LUIS POTOSÍ;TANQUIAN DE ESCOBEDO, S.L.P.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CHAPINGO;MÉXICO;3/08/2022;;;;;NI;;;;
149;2022;LICENCIATURA;H;6;4;19/11/2000;21;MEXICANA;MORELOS;JANTETELCO, MOR.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;21/07/2016;;;;;;;;;
